# Simulation 75 (Up to date)
# 483 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.364,-23.124,23.074
4.395,-23.255,23.204
4.442,-23.45,23.398
4.485,-23.626,23.574
4.519,-23.767,23.714
4.562,-23.945,23.891
4.612,-24.149,24.095
4.662,-24.352,24.296
4.701,-24.505,24.448
4.737,-24.65,24.594
4.787,-24.847,24.789
4.837,-25.041,24.982
4.887,-25.233,25.174
4.937,-25.425,25.364
4.987,-25.615,25.554
5.037,-25.804,25.742
5.087,-25.992,25.929
5.137,-26.178,26.114
5.187,-26.363,26.298
5.237,-26.546,26.481
5.287,-26.727,26.661
5.337,-26.907,26.84
5.387,-27.085,27.018
5.437,-27.262,27.194
5.487,-27.438,27.369
5.537,-27.612,27.542
5.587,-27.786,27.715
5.637,-27.959,27.887
5.687,-28.13,28.057
5.737,-28.3,28.227
5.787,-28.47,28.396
5.837,-28.636,28.561
# Event APOGEE occurred at t=5.885 seconds
5.885,-28.796,28.72
5.931,-28.952,28.876
5.978,-29.106,29.029
6.024,-29.259,29.181
6.071,-29.413,29.335
6.119,-29.57,29.491
6.169,-29.73,29.65
6.219,-29.891,29.81
6.269,-30.052,29.97
6.319,-30.212,30.13
6.369,-30.371,30.288
6.419,-30.529,30.445
6.469,-30.686,30.601
6.519,-30.842,30.757
6.569,-30.997,30.911
6.619,-31.151,31.064
6.669,-31.303,31.215
6.719,-31.455,31.366
6.769,-31.605,31.516
6.819,-31.755,31.665
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-31.877,31.787
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-31.885,31.794
6.879,-31.928,31.838
6.898,-31.971,31.88
6.922,-32.01,31.919
6.952,-32.043,31.952
6.991,-32.066,31.974
7.044,-32.066,31.974
7.118,-32.023,31.93
7.248,-31.865,31.771
7.492,-31.417,31.323
7.741,-30.849,30.755
7.985,-30.241,30.147
8.227,-29.622,29.528
8.469,-28.988,28.894
8.711,-28.329,28.235
8.953,-27.654,27.56
9.195,-26.974,26.88
9.437,-26.273,26.179
9.679,-25.519,25.425
9.922,-24.733,24.64
10.164,-23.982,23.889
10.406,-23.257,23.164
10.648,-22.54,22.447
10.89,-21.843,21.75
11.132,-21.154,21.06
11.374,-20.46,20.367
11.616,-19.745,19.652
11.858,-18.993,18.9
12.1,-18.233,18.14
12.342,-17.471,17.378
12.583,-16.691,16.599
12.825,-15.902,15.809
13.067,-15.158,15.065
13.31,-14.461,14.368
13.552,-13.777,13.684
13.794,-13.081,12.989
14.036,-12.36,12.268
14.278,-11.602,11.509
14.52,-10.822,10.73
14.761,-10.023,9.931
15.003,-9.238,9.146
15.245,-8.486,8.393
15.487,-7.759,7.667
15.728,-7.051,6.959
15.97,-6.361,6.269
16.211,-5.686,5.594
16.453,-5.039,4.947
16.695,-4.392,4.3
16.937,-3.705,3.614
17.179,-3.009,2.917
17.42,-2.327,2.235
17.662,-1.645,1.553
17.903,-0.961,0.87
18.144,-0.278,0.187
18.386,0.418,-0.509
18.627,1.11,-1.201
18.869,1.793,-1.884
19.11,2.477,-2.568
19.351,3.15,-3.241
19.593,3.816,-3.907
19.834,4.489,-4.579
20.075,5.174,-5.265
20.316,5.87,-5.96
20.558,6.579,-6.669
20.799,7.299,-7.39
21.04,8.02,-8.111
21.281,8.732,-8.822
21.522,9.406,-9.497
21.765,10.059,-10.15
22.006,10.726,-10.816
22.247,11.406,-11.496
22.488,12.057,-12.147
22.731,12.662,-12.752
22.972,13.244,-13.334
23.213,13.825,-13.915
23.454,14.433,-14.522
23.696,15.073,-15.163
23.937,15.719,-15.809
24.178,16.371,-16.46
24.419,17.012,-17.102
24.661,17.629,-17.719
24.902,18.256,-18.345
25.143,18.918,-19.007
25.384,19.598,-19.687
25.625,20.29,-20.379
25.866,21.006,-21.095
26.107,21.727,-21.816
26.348,22.429,-22.518
26.589,23.095,-23.184
26.831,23.723,-23.811
27.072,24.327,-24.415
27.313,24.918,-25.007
27.554,25.497,-25.586
27.795,26.092,-26.18
28.037,26.718,-26.806
28.277,27.355,-27.443
28.518,28.023,-28.112
28.76,28.751,-28.839
29.002,29.531,-29.619
29.243,30.331,-30.419
29.484,31.12,-31.208
29.725,31.874,-31.962
29.966,32.603,-32.691
30.207,33.344,-33.431
30.448,34.12,-34.207
30.689,34.883,-34.97
30.931,35.618,-35.705
31.172,36.328,-36.415
31.413,37.015,-37.102
31.654,37.678,-37.766
31.895,38.293,-38.381
32.137,38.868,-38.955
32.377,39.435,-39.522
32.618,40.027,-40.114
32.859,40.672,-40.759
33.101,41.377,-41.464
33.342,42.107,-42.194
33.583,42.842,-42.929
33.823,43.539,-43.625
34.066,44.176,-44.263
34.307,44.779,-44.866
34.548,45.389,-45.476
34.789,46.022,-46.108
35.029,46.677,-46.763
35.27,47.349,-47.435
35.51,48.021,-48.107
35.751,48.697,-48.783
35.991,49.378,-49.464
36.231,50.064,-50.15
36.472,50.765,-50.851
36.712,51.477,-51.563
36.953,52.198,-52.284
37.193,52.917,-53.003
37.433,53.64,-53.726
37.673,54.365,-54.451
37.914,55.093,-55.179
38.154,55.827,-55.913
38.394,56.546,-56.631
38.635,57.239,-57.325
38.875,57.906,-57.992
39.116,58.566,-58.652
39.356,59.23,-59.315
39.596,59.893,-59.978
39.836,60.557,-60.642
40.077,61.217,-61.302
40.317,61.892,-61.977
40.557,62.594,-62.679
40.797,63.31,-63.395
# Event GROUND_HIT occurred at t=41.068 seconds
# Event SIMULATION_END occurred at t=41.068 seconds
41.068,64.091,-64.176
